,Age,Resigned,BusinessTravel,BusinessUnit,EducationLevel,Gender,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,AverageWeeklyHoursWorked,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInRole,YearsSinceLastPromotion,YearsWithCurrManager
752,39,0,FREQUENTLY,CONSULTANTS,3,F,1,S,10880,1,1,13,3,49,21,2,3,21,6,2,8
753,33,0,RARELY,CONSULTANTS,3,M,4,S,2496,4,0,11,3,40,7,3,3,1,1,0,0
754,58,0,FREQUENTLY,CONSULTANTS,4,M,3,M,15787,2,1,14,3,49,23,3,3,2,2,2,2
755,26,0,RARELY,OPERATIONS,2,F,3,M,4023,1,0,18,4,40,7,2,2,7,3,0,2
756,31,0,NON_TRAVEL,CONSULTANTS,4,M,3,M,4345,0,0,12,3,40,6,2,3,5,4,1,4
757,33,0,RARELY,SALES,4,M,3,D,7104,0,0,12,3,40,6,3,3,5,0,1,2
758,43,0,FREQUENTLY,CONSULTANTS,3,F,4,M,5562,4,0,13,3,40,12,2,2,5,2,2,2
759,34,0,RARELY,SALES,2,F,4,S,6029,5,0,12,3,40,6,3,3,2,2,2,2
760,27,0,RARELY,CONSULTANTS,1,M,2,M,3468,9,0,12,3,40,6,3,3,2,2,2,2
761,32,0,NON_TRAVEL,CONSULTANTS,4,M,2,S,2718,2,0,14,3,40,12,3,3,7,7,0,7
762,46,1,RARELY,SALES,2,M,4,S,9619,1,0,16,3,40,9,3,3,9,8,4,7
763,38,0,FREQUENTLY,CONSULTANTS,2,M,4,M,1702,1,1,23,4,50,1,3,3,1,0,0,0
764,40,0,RARELY,SALES,4,M,4,M,10855,7,0,11,3,40,15,2,2,12,11,2,11
765,21,1,FREQUENTLY,SALES,1,F,2,S,2174,1,1,11,3,52,3,3,3,3,2,1,2
766,21,1,FREQUENTLY,CONSULTANTS,2,F,3,S,2625,1,0,20,4,40,2,2,1,2,2,2,2
767,29,1,FREQUENTLY,SALES,3,F,2,S,5765,5,0,11,3,40,7,4,1,5,3,0,0
768,30,0,RARELY,CONSULTANTS,1,M,4,S,2720,0,0,13,3,40,6,3,3,5,3,1,2
769,33,0,RARELY,CONSULTANTS,5,M,3,S,6388,2,1,17,3,48,14,6,3,0,0,0,0
770,23,0,RARELY,CONSULTANTS,1,M,3,S,2272,0,0,14,3,40,5,2,3,4,3,1,2
771,34,0,RARELY,CONSULTANTS,3,M,3,M,4404,2,0,12,3,40,6,3,4,4,3,1,2
772,49,0,RARELY,SALES,4,M,2,M,13120,6,0,17,3,40,22,3,3,9,8,2,3
773,33,0,FREQUENTLY,CONSULTANTS,4,F,2,M,11878,6,0,11,3,40,12,2,3,10,6,8,8
774,32,0,FREQUENTLY,SALES,3,F,4,S,8998,1,0,14,3,40,9,2,3,9,8,3,7
775,26,1,RARELY,CONSULTANTS,4,M,2,D,2373,2,1,13,3,50,5,2,3,3,2,0,2
776,25,0,RARELY,CONSULTANTS,3,F,3,M,4898,0,0,12,3,40,5,3,3,4,2,1,2
777,32,1,FREQUENTLY,CONSULTANTS,1,F,1,S,3919,1,1,22,4,53,10,5,3,10,2,6,7
778,35,0,RARELY,SALES,3,M,2,M,8020,0,0,15,3,40,12,3,2,11,9,6,9
779,26,0,RARELY,CONSULTANTS,2,M,4,S,2875,1,1,20,4,50,8,2,2,8,5,2,2
780,31,0,RARELY,CONSULTANTS,1,F,4,D,1129,1,1,11,3,47,1,4,3,1,0,0,0
781,37,0,RARELY,SALES,4,M,3,D,6334,4,0,19,3,40,9,2,3,1,0,0,0
782,44,0,RARELY,CONSULTANTS,4,F,4,M,10248,3,0,14,3,40,24,4,3,22,6,5,17
783,38,0,RARELY,SALES,3,M,1,S,2858,4,0,14,3,40,20,3,2,1,0,0,0
784,29,0,RARELY,SALES,1,F,2,D,8268,1,1,14,3,49,7,2,3,7,7,1,7
785,34,0,RARELY,CONSULTANTS,3,F,2,D,5433,1,0,12,3,40,11,2,3,11,8,7,9
786,34,0,RARELY,SALES,4,M,4,D,9725,0,0,11,3,40,16,2,2,15,1,0,9
787,30,0,RARELY,SALES,4,M,1,D,4115,8,0,19,3,40,8,3,3,4,3,0,3
788,31,0,RARELY,SALES,2,M,3,M,3067,0,0,19,3,40,3,1,3,2,2,1,2
789,38,0,RARELY,CONSULTANTS,3,F,1,M,13582,1,0,13,3,40,15,3,3,15,12,5,11
790,35,0,RARELY,SALES,4,F,4,M,5204,1,1,11,3,47,10,2,3,10,8,0,9
791,30,0,NON_TRAVEL,CONSULTANTS,3,F,4,S,2564,0,0,14,3,40,12,2,2,11,7,6,7
792,28,1,RARELY,CONSULTANTS,4,M,3,S,4382,6,0,17,3,40,5,3,2,2,2,2,1
793,21,1,RARELY,SALES,3,F,2,S,2716,1,0,15,3,40,1,0,3,1,0,0,0
794,38,0,RARELY,CONSULTANTS,1,F,3,M,8823,0,0,18,3,40,20,4,2,19,9,1,9
795,35,0,RARELY,CONSULTANTS,3,M,3,S,4230,0,0,15,3,40,6,2,3,5,4,4,3
796,28,0,RARELY,CONSULTANTS,3,F,1,M,3591,1,0,25,4,40,3,3,3,3,2,1,2
797,28,0,RARELY,SALES,3,M,1,S,8463,0,0,18,3,40,6,4,3,5,4,1,3
798,26,0,RARELY,CONSULTANTS,2,M,1,M,3955,1,0,16,3,40,6,2,3,5,3,1,3
799,30,0,RARELY,CONSULTANTS,3,F,4,S,6091,2,0,20,4,40,11,2,3,5,4,0,2
800,27,0,RARELY,CONSULTANTS,3,F,1,S,6811,8,0,19,3,40,9,2,1,7,6,0,7
801,37,0,NON_TRAVEL,CONSULTANTS,2,M,4,D,5163,5,0,14,3,40,17,2,4,1,0,0,0
802,46,0,RARELY,SALES,3,F,1,D,13225,2,0,12,3,40,25,5,3,19,17,2,8
803,32,0,RARELY,SALES,3,M,3,M,5484,1,0,14,3,40,13,3,2,13,8,4,8
804,53,0,RARELY,SALES,3,M,4,M,11836,5,0,14,3,40,28,3,3,2,0,2,2
805,32,0,RARELY,CONSULTANTS,4,F,2,S,2837,1,0,13,3,40,6,3,3,6,2,4,1
806,38,0,RARELY,CONSULTANTS,4,M,4,D,5745,9,0,14,3,40,10,2,3,2,2,1,2
807,36,0,NON_TRAVEL,CONSULTANTS,4,F,2,M,5674,7,0,15,3,40,11,3,3,9,8,0,8
808,29,0,RARELY,CONSULTANTS,1,M,3,D,6384,8,0,17,3,40,11,3,3,7,0,1,6
809,32,0,FREQUENTLY,CONSULTANTS,2,F,3,S,4998,4,1,14,3,47,10,2,3,8,7,0,7
810,31,0,NON_TRAVEL,CONSULTANTS,2,M,1,D,3065,1,1,13,3,46,4,3,4,4,2,2,3
811,30,0,RARELY,CONSULTANTS,1,M,3,D,2693,1,0,22,4,40,1,2,3,1,0,0,0
812,32,0,FREQUENTLY,SALES,4,M,4,S,4648,8,0,13,3,40,4,2,4,0,0,0,0
813,43,0,FREQUENTLY,SALES,2,M,4,M,16959,1,1,12,3,46,25,3,4,25,12,4,12
814,42,0,RARELY,CONSULTANTS,2,F,4,M,6062,9,1,13,3,49,8,4,3,4,3,0,2
815,42,0,FREQUENTLY,CONSULTANTS,2,F,4,S,3673,1,0,13,3,40,12,3,3,12,9,5,8
816,35,0,NON_TRAVEL,CONSULTANTS,4,F,1,D,5093,2,0,11,3,40,16,2,4,1,0,0,0
817,27,0,NON_TRAVEL,CONSULTANTS,5,M,3,M,4621,1,0,19,3,40,3,4,3,3,2,1,2
818,43,0,FREQUENTLY,CONSULTANTS,3,M,4,M,2258,7,0,20,4,40,8,1,3,3,2,1,2
819,39,0,RARELY,CONSULTANTS,3,F,2,S,8376,4,0,18,3,40,9,3,3,2,0,2,2
820,22,0,RARELY,CONSULTANTS,3,F,4,S,2871,1,0,15,3,40,1,5,3,0,0,0,0
821,43,0,RARELY,CONSULTANTS,3,F,1,M,9985,8,0,16,3,40,10,1,2,1,0,0,0
822,48,0,RARELY,SALES,3,M,1,D,5486,4,0,11,3,40,15,3,3,2,2,2,2
823,30,0,FREQUENTLY,CONSULTANTS,2,F,4,S,4011,1,0,23,4,40,12,2,3,12,8,3,7
824,49,0,FREQUENTLY,CONSULTANTS,1,M,2,M,5130,1,0,23,4,40,10,3,3,10,7,1,7
825,29,0,FREQUENTLY,CONSULTANTS,4,M,4,D,2720,1,0,18,3,40,10,5,3,10,7,2,8
826,30,0,RARELY,SALES,2,M,3,D,7264,5,0,11,3,40,10,2,4,8,4,7,7
827,31,0,FREQUENTLY,CONSULTANTS,4,M,3,D,13675,9,0,12,3,40,9,3,3,2,2,2,2
828,27,0,RARELY,SALES,4,F,2,M,6214,1,0,18,3,40,8,3,3,8,7,0,7
829,38,0,NON_TRAVEL,SALES,2,M,4,M,5249,3,0,18,3,40,13,0,3,8,7,7,5
830,29,0,RARELY,CONSULTANTS,3,M,3,M,2451,6,0,18,3,40,5,2,2,1,0,0,0
831,33,1,RARELY,SALES,3,F,1,S,5324,5,0,15,3,40,6,3,3,3,2,0,2
832,46,0,NON_TRAVEL,SALES,2,M,2,S,7991,8,0,15,3,40,6,3,3,2,2,2,2
833,27,0,NON_TRAVEL,SALES,1,M,2,M,6349,0,1,13,3,47,6,0,3,5,4,1,4
834,33,1,RARELY,SALES,3,F,3,S,2851,1,1,13,3,51,1,2,3,1,0,0,0
835,50,0,RARELY,CONSULTANTS,1,M,2,D,19144,3,0,14,3,40,28,4,2,10,4,1,6
836,38,0,NON_TRAVEL,CONSULTANTS,3,F,4,D,5329,7,1,12,3,49,17,3,3,13,11,1,9
837,49,1,RARELY,SALES,3,F,4,M,7654,1,0,18,3,40,9,3,4,9,8,7,7
838,31,0,RARELY,CONSULTANTS,1,M,2,D,10648,1,0,25,4,40,13,6,4,13,8,0,8
839,49,0,NON_TRAVEL,CONSULTANTS,4,M,4,D,6804,1,1,15,3,48,7,0,3,7,7,1,7
840,35,0,NON_TRAVEL,CONSULTANTS,2,M,4,D,5762,2,0,14,3,40,15,6,3,7,7,1,7
841,36,0,FREQUENTLY,CONSULTANTS,3,M,2,M,3692,1,0,12,3,40,12,2,2,11,10,0,7
842,26,1,RARELY,OPERATIONS,2,F,2,M,2148,0,1,11,3,50,6,3,3,5,1,1,4
843,38,0,FREQUENTLY,OPERATIONS,4,M,3,M,6077,3,0,11,3,40,10,2,3,6,3,1,2
844,43,1,FREQUENTLY,CONSULTANTS,3,M,3,M,2437,9,1,16,3,52,6,4,3,1,0,0,0
845,36,0,NON_TRAVEL,SALES,4,M,4,D,5406,1,0,24,4,40,15,4,2,15,12,11,11
846,41,1,RARELY,CONSULTANTS,3,F,3,M,19545,1,0,12,3,40,23,0,3,22,15,15,8
847,37,0,FREQUENTLY,SALES,2,F,4,M,2973,5,0,15,3,40,10,3,3,5,4,0,0
848,36,0,NON_TRAVEL,CONSULTANTS,3,F,1,M,11713,9,0,14,3,40,10,2,3,8,7,0,5
849,38,0,RARELY,SALES,4,M,3,D,8740,0,1,14,3,48,9,2,3,8,7,2,7
850,43,0,RARELY,CONSULTANTS,3,F,3,S,4081,1,1,14,3,67,20,3,1,20,7,1,8
851,44,1,RARELY,OPERATIONS,2,M,1,M,10482,9,0,14,3,40,24,1,3,20,6,3,6
852,46,0,RARELY,CONSULTANTS,4,M,2,S,5562,6,0,14,3,40,19,3,3,10,7,0,9
853,30,0,RARELY,CONSULTANTS,3,F,4,S,6877,5,1,24,4,51,12,4,2,0,0,0,0
854,35,1,RARELY,SALES,3,M,1,M,10306,9,0,17,3,40,15,3,3,13,12,6,0
855,25,0,RARELY,CONSULTANTS,1,M,1,S,3424,7,0,13,3,40,6,3,2,4,3,0,1
856,42,0,FREQUENTLY,CONSULTANTS,5,F,1,M,13191,3,1,17,3,47,20,6,3,1,0,0,0
857,34,0,FREQUENTLY,CONSULTANTS,4,M,4,M,5747,1,1,15,3,47,16,3,3,15,10,6,11
858,52,0,RARELY,CONSULTANTS,2,F,4,M,16555,2,0,13,3,40,31,2,1,5,2,1,4
859,28,0,FREQUENTLY,CONSULTANTS,3,M,4,M,3867,1,1,12,3,48,2,2,3,2,2,2,2
860,31,0,RARELY,SALES,3,M,4,D,11557,9,0,21,4,40,10,3,2,5,4,0,1
861,55,0,RARELY,CONSULTANTS,4,M,4,D,14732,2,0,13,3,40,31,4,4,7,7,0,0
862,34,0,NON_TRAVEL,SALES,4,M,3,S,4568,0,0,20,4,40,10,2,3,9,5,8,7
863,29,0,RARELY,CONSULTANTS,4,F,1,D,9980,1,0,11,3,40,10,1,3,10,9,8,8
864,39,0,RARELY,CONSULTANTS,1,M,4,S,4108,7,0,13,3,40,18,2,3,7,7,1,7
865,30,0,RARELY,OPERATIONS,3,M,3,D,2064,0,0,21,4,40,6,3,4,5,3,1,3
866,43,0,RARELY,SALES,3,F,4,M,16064,5,1,22,4,48,22,3,3,17,13,1,9
867,39,0,NON_TRAVEL,CONSULTANTS,3,M,4,S,19431,2,0,13,3,40,21,3,2,6,0,1,3
868,31,0,RARELY,SALES,1,M,4,S,6582,4,1,13,3,45,10,2,4,6,5,0,5
869,32,0,RARELY,CONSULTANTS,5,M,3,S,3038,3,0,20,4,40,8,2,3,5,4,1,4
870,51,0,RARELY,SALES,2,F,4,M,4936,4,0,11,3,40,18,2,2,7,7,0,7
871,22,0,NON_TRAVEL,CONSULTANTS,2,M,4,D,2935,1,1,13,3,54,1,2,2,1,0,0,0
872,25,0,RARELY,SALES,3,M,3,M,8639,2,0,18,3,40,6,3,3,2,2,2,2
873,42,0,RARELY,SALES,1,M,3,M,4907,1,0,25,4,40,20,3,3,20,16,11,6
874,33,1,FREQUENTLY,CONSULTANTS,4,F,3,S,4508,1,0,22,4,40,14,4,3,13,7,3,8
875,44,1,RARELY,CONSULTANTS,3,M,1,M,2362,4,0,12,3,40,10,4,4,3,2,1,2
876,47,0,RARELY,SALES,2,F,4,M,4537,0,1,22,4,49,8,2,3,7,6,7,7
877,32,0,RARELY,SALES,4,M,3,S,5010,1,0,16,3,40,12,0,3,11,8,5,7
878,24,1,RARELY,CONSULTANTS,3,M,4,M,2293,2,1,16,3,52,6,2,2,2,0,2,0
879,30,0,RARELY,OPERATIONS,3,M,4,M,6347,0,1,19,3,69,12,2,1,11,9,4,7
880,48,0,FREQUENTLY,CONSULTANTS,3,F,4,D,17174,3,0,11,3,40,24,3,3,22,17,4,7
881,32,0,RARELY,SALES,4,M,2,M,2269,0,0,14,3,40,3,2,3,2,2,2,2
882,18,1,FREQUENTLY,SALES,2,F,4,S,1569,1,1,12,3,49,0,2,4,0,0,0,0
883,42,1,FREQUENTLY,CONSULTANTS,3,M,3,D,2759,6,1,12,3,52,7,2,3,2,2,2,2
884,42,0,NON_TRAVEL,CONSULTANTS,2,M,3,S,4332,1,0,12,3,40,20,2,3,20,9,3,7
885,35,0,NON_TRAVEL,CONSULTANTS,3,M,3,M,1281,1,0,18,3,40,1,3,3,1,0,0,0
886,49,0,RARELY,CONSULTANTS,4,F,2,M,16413,3,0,16,3,40,27,2,3,4,2,1,2
887,36,0,RARELY,CONSULTANTS,3,F,3,M,2543,4,0,13,3,40,6,3,3,2,2,2,2
888,48,0,RARELY,SALES,5,F,4,M,4051,2,0,14,3,40,14,2,3,9,7,6,7
889,28,0,RARELY,CONSULTANTS,2,M,1,D,4558,1,0,12,3,40,10,2,3,10,0,1,8
890,40,0,FREQUENTLY,CONSULTANTS,3,F,2,D,5605,1,0,11,3,40,20,2,3,20,7,2,13
891,32,0,FREQUENTLY,CONSULTANTS,4,M,4,M,5309,1,0,15,3,40,10,2,3,10,8,4,7
892,40,0,RARELY,CONSULTANTS,1,F,3,D,6377,5,0,20,4,40,15,0,3,12,11,11,8
893,37,0,RARELY,CONSULTANTS,2,M,4,D,6347,7,0,16,3,40,8,2,2,6,2,0,4
894,41,0,RARELY,CONSULTANTS,3,M,2,S,6870,3,0,12,3,40,11,3,1,3,2,1,2
895,26,0,NON_TRAVEL,CONSULTANTS,3,M,4,S,2570,1,0,20,4,40,7,5,3,7,7,5,7
896,54,0,RARELY,CONSULTANTS,2,F,3,M,2897,3,0,11,3,40,9,6,2,4,3,2,3
897,34,0,RARELY,SALES,3,F,1,S,4538,0,1,12,3,49,4,3,3,3,2,0,2
898,45,0,RARELY,CONSULTANTS,3,M,4,M,9380,4,1,18,3,47,10,4,4,3,1,1,2
899,30,1,FREQUENTLY,CONSULTANTS,3,M,4,S,2285,9,1,23,4,50,3,4,3,1,0,0,0
900,45,0,RARELY,CONSULTANTS,2,F,4,M,5906,0,0,13,3,40,10,2,2,9,8,3,8
901,51,0,RARELY,SALES,4,F,3,M,16307,2,0,14,3,40,29,2,2,20,6,4,17
902,41,0,RARELY,OPERATIONS,4,M,4,D,19141,3,0,15,3,40,23,2,2,21,6,12,6
903,37,0,RARELY,SALES,2,M,2,M,4189,1,0,14,3,40,5,2,3,5,2,0,3
904,36,0,NON_TRAVEL,SALES,4,M,4,D,5079,4,0,13,3,40,12,3,3,7,7,0,7
905,30,1,FREQUENTLY,CONSULTANTS,3,F,2,S,2422,0,0,17,3,40,4,3,3,3,2,1,2
906,41,0,RARELY,SALES,5,F,1,M,16595,7,0,16,3,40,22,2,3,18,16,11,8
907,45,0,RARELY,SALES,2,F,1,D,5006,4,1,11,3,46,9,3,4,5,4,0,3
908,29,0,RARELY,CONSULTANTS,3,F,4,D,16124,3,0,14,3,40,9,2,2,7,7,1,7
909,20,0,RARELY,CONSULTANTS,3,M,3,S,3033,1,0,12,3,40,2,2,2,2,2,1,2
910,35,0,RARELY,CONSULTANTS,3,F,4,M,5363,0,0,12,3,40,10,0,3,9,7,0,0
911,31,0,RARELY,CONSULTANTS,4,M,4,M,4821,0,1,12,3,48,6,4,3,5,2,0,3
912,35,0,NON_TRAVEL,SALES,2,F,4,M,10377,4,1,11,3,53,16,6,2,13,2,4,12
913,29,1,RARELY,CONSULTANTS,3,M,3,S,2058,0,0,14,3,40,7,1,2,6,2,1,5
914,51,0,FREQUENTLY,CONSULTANTS,4,F,1,S,7484,3,0,20,4,40,23,1,2,13,12,12,8
915,55,0,FREQUENTLY,CONSULTANTS,4,M,2,M,6385,3,1,14,3,48,17,3,3,8,7,6,7
916,27,0,RARELY,CONSULTANTS,4,M,2,M,2226,1,0,11,3,40,6,3,2,5,3,1,2
917,37,0,RARELY,CONSULTANTS,3,M,1,D,5974,4,1,13,3,49,13,2,3,7,7,6,7
918,26,1,RARELY,SALES,3,M,1,S,5326,6,0,17,3,40,6,2,2,4,3,1,2
919,37,0,RARELY,CONSULTANTS,3,F,4,M,13744,1,1,25,4,47,16,2,3,16,11,6,8
920,40,0,RARELY,CONSULTANTS,4,M,3,S,2809,2,0,14,3,40,8,2,3,2,2,2,2
921,42,0,RARELY,SALES,2,M,3,M,18303,6,0,13,3,40,21,3,4,1,0,0,0
922,30,0,RARELY,SALES,5,M,4,D,5304,7,0,23,4,40,10,2,2,8,7,7,7
923,27,0,FREQUENTLY,CONSULTANTS,2,M,1,D,8793,1,0,21,4,40,9,4,2,9,7,1,7
924,29,0,RARELY,CONSULTANTS,1,F,4,M,2168,0,1,18,3,54,6,2,2,5,4,1,3
925,39,1,RARELY,CONSULTANTS,3,M,1,S,3904,0,0,13,3,40,6,2,3,5,2,0,3
926,41,1,RARELY,CONSULTANTS,4,F,4,D,2778,4,1,13,3,57,10,1,2,7,7,1,0
927,38,0,RARELY,SALES,2,F,1,D,5605,1,1,24,4,49,8,3,3,8,0,7,7
928,35,1,FREQUENTLY,SALES,4,F,3,M,4614,0,1,18,3,56,5,0,2,4,2,3,2
929,51,0,FREQUENTLY,CONSULTANTS,2,F,3,S,2838,0,0,14,3,40,8,6,2,7,0,7,7
930,36,0,RARELY,CONSULTANTS,5,F,4,S,8858,0,0,11,3,40,15,2,2,14,8,7,8
931,29,0,FREQUENTLY,CONSULTANTS,1,M,4,D,8853,1,0,19,3,40,6,0,4,6,4,1,3
932,35,0,RARELY,CONSULTANTS,3,M,2,D,10274,2,0,18,3,40,15,2,4,7,7,6,4
933,27,0,RARELY,CONSULTANTS,4,F,2,M,2811,9,0,14,3,40,4,2,3,2,2,2,2
934,18,0,NON_TRAVEL,CONSULTANTS,3,F,3,S,1514,1,0,16,3,40,0,4,1,0,0,0,0
935,46,0,RARELY,CONSULTANTS,2,M,2,M,19081,5,0,11,3,40,25,2,3,4,2,0,3
936,42,0,RARELY,CONSULTANTS,2,M,4,M,19232,1,0,11,3,40,22,3,3,22,17,11,15
937,36,0,RARELY,CONSULTANTS,3,F,2,M,5228,0,0,15,3,40,10,2,3,9,7,0,5
938,41,0,RARELY,CONSULTANTS,4,M,1,D,2289,1,0,20,4,40,5,2,3,5,3,0,4
939,49,0,RARELY,CONSULTANTS,4,M,3,M,6651,2,0,14,3,40,20,0,2,3,2,1,2
940,29,1,RARELY,CONSULTANTS,2,F,1,M,2319,1,1,11,3,50,1,1,3,1,0,0,0
941,33,1,RARELY,CONSULTANTS,3,M,4,M,2436,5,1,13,3,67,8,2,1,5,4,0,4
942,41,0,NON_TRAVEL,SALES,2,M,2,S,6151,1,0,13,3,40,19,4,3,19,2,11,9
943,31,0,FREQUENTLY,SALES,3,F,2,D,2789,1,0,11,3,40,2,5,2,2,2,2,2
944,26,0,RARELY,CONSULTANTS,3,F,4,M,2659,1,1,13,3,49,3,2,3,3,2,0,2
945,47,0,FREQUENTLY,CONSULTANTS,4,M,3,D,5067,1,1,19,3,47,20,3,4,19,10,2,7
946,37,0,RARELY,CONSULTANTS,4,M,3,D,5993,1,0,18,3,40,7,2,4,7,5,0,7
947,38,0,RARELY,CONSULTANTS,5,M,3,M,3057,6,1,13,3,62,6,0,1,1,0,0,1
948,54,0,NON_TRAVEL,OPERATIONS,3,F,4,S,17328,2,1,12,3,47,23,3,3,5,3,4,4
949,32,0,RARELY,SALES,4,F,4,M,10422,1,0,19,3,40,14,3,3,14,10,5,7
950,55,0,RARELY,CONSULTANTS,3,M,1,S,19045,0,1,14,3,48,37,2,3,36,10,4,13
951,46,0,FREQUENTLY,SALES,4,M,4,S,5772,4,1,21,4,48,14,4,3,9,6,0,8
952,32,0,RARELY,CONSULTANTS,2,M,2,D,3298,0,1,12,3,51,7,5,2,6,2,0,5
953,45,0,RARELY,CONSULTANTS,3,M,4,S,3452,5,0,13,3,40,9,2,2,6,5,0,3
954,35,0,FREQUENTLY,CONSULTANTS,3,M,1,M,2194,4,0,13,3,40,5,2,2,3,2,1,2
955,45,0,RARELY,OPERATIONS,3,F,3,M,9756,4,0,21,4,40,9,2,4,5,0,0,3
956,39,0,RARELY,CONSULTANTS,5,M,1,M,5377,2,0,13,3,40,10,3,3,7,7,7,7
957,20,1,FREQUENTLY,CONSULTANTS,3,F,4,S,2926,1,1,18,3,51,1,5,3,1,0,1,0
958,34,0,RARELY,SALES,4,M,4,S,5337,1,0,12,3,40,10,3,3,10,7,5,7
959,54,0,FREQUENTLY,CONSULTANTS,4,F,3,D,10502,7,0,17,3,40,33,2,1,5,4,1,4
960,39,0,RARELY,CONSULTANTS,4,F,2,D,17123,6,1,13,3,47,21,4,3,19,9,15,2
961,42,0,RARELY,CONSULTANTS,4,F,4,M,4089,1,0,13,3,40,10,4,3,10,2,2,2
962,23,0,RARELY,CONSULTANTS,1,M,3,S,3505,1,0,18,3,40,2,3,3,2,2,0,2
963,28,0,RARELY,CONSULTANTS,3,M,4,M,2713,1,0,11,3,40,5,2,1,5,2,0,2
964,37,0,NON_TRAVEL,SALES,2,M,2,S,7642,1,1,13,3,49,10,2,3,10,0,0,9
965,45,0,RARELY,SALES,3,F,3,S,4850,8,0,15,3,40,8,3,3,5,3,0,1
966,36,1,RARELY,CONSULTANTS,3,M,3,M,3388,0,1,17,3,57,2,0,2,1,0,0,0
967,34,0,RARELY,CONSULTANTS,3,F,3,M,2585,0,0,17,3,40,2,5,2,1,0,0,0
968,29,0,RARELY,SALES,3,M,2,M,6644,2,0,19,3,40,10,2,3,0,0,0,0
969,32,0,NON_TRAVEL,SALES,1,F,1,D,2827,1,0,12,3,40,1,3,3,1,0,0,0
970,47,0,RARELY,OPERATIONS,4,F,3,M,19658,3,0,11,3,40,27,2,3,5,2,1,0
971,49,0,RARELY,CONSULTANTS,1,F,3,M,13966,2,1,19,3,48,30,3,3,15,11,2,12
972,36,1,RARELY,SALES,5,M,1,D,6134,5,1,13,3,53,16,3,3,2,2,2,2
973,28,0,NON_TRAVEL,CONSULTANTS,3,F,4,M,6674,0,0,11,3,40,10,6,3,9,8,7,5
974,45,0,NON_TRAVEL,SALES,3,M,1,M,4385,1,0,15,3,40,10,2,3,10,7,4,5
975,41,0,RARELY,CONSULTANTS,3,M,2,S,6032,6,1,15,3,48,8,3,3,5,4,1,2
976,40,0,NON_TRAVEL,CONSULTANTS,4,M,3,D,3975,3,0,11,3,40,11,2,4,8,7,0,7
977,47,1,NON_TRAVEL,CONSULTANTS,4,M,2,M,11849,1,1,12,3,53,10,2,2,10,7,9,9
978,33,0,RARELY,CONSULTANTS,1,F,4,S,3452,3,0,18,3,40,5,4,3,3,2,0,2
979,33,0,RARELY,SALES,3,M,1,D,4037,1,0,22,4,40,9,5,3,9,8,0,8
980,33,0,FREQUENTLY,SALES,3,F,2,M,4302,0,0,17,3,40,4,3,3,3,2,0,2
981,35,0,RARELY,CONSULTANTS,3,M,1,S,2450,1,0,19,3,40,3,3,3,3,0,1,2
982,47,0,RARELY,SALES,4,F,2,D,15972,6,0,14,3,40,29,2,3,3,2,1,2
983,42,0,RARELY,SALES,4,M,4,D,5087,3,1,12,3,48,14,4,3,0,0,0,0
984,18,0,NON_TRAVEL,CONSULTANTS,2,M,4,S,1051,1,0,15,3,40,0,2,3,0,0,0,0
985,47,0,RARELY,CONSULTANTS,2,F,4,M,16752,1,1,11,3,54,26,3,2,26,14,3,0
986,36,0,RARELY,CONSULTANTS,2,M,2,D,4941,6,0,20,4,40,7,0,3,3,2,0,1
987,50,0,NON_TRAVEL,SALES,3,F,3,M,6347,0,0,12,3,40,19,3,3,18,7,0,13
988,46,0,RARELY,CONSULTANTS,4,M,1,D,9396,7,0,16,3,40,17,3,3,4,2,0,3
989,33,0,FREQUENTLY,CONSULTANTS,4,F,3,M,2909,1,1,11,3,48,8,3,3,8,7,3,0
990,35,0,RARELY,CONSULTANTS,3,M,2,M,10903,3,0,16,3,40,16,2,3,13,10,4,8
991,30,0,RARELY,CONSULTANTS,3,F,3,S,9667,9,0,14,3,40,9,3,3,7,7,0,2
992,27,0,RARELY,CONSULTANTS,1,M,1,M,2099,0,0,14,3,40,6,3,4,5,0,1,4
993,37,0,RARELY,CONSULTANTS,3,F,4,S,7491,4,0,17,3,40,12,3,4,6,5,1,2
994,37,1,RARELY,SALES,4,M,3,M,10609,5,0,11,3,40,17,2,1,14,1,11,7
995,25,0,RARELY,SALES,1,M,1,M,4194,1,1,18,3,48,5,3,3,5,3,0,3
996,54,0,RARELY,CONSULTANTS,5,F,3,M,17426,3,0,25,4,40,36,6,3,10,8,4,7
997,41,0,RARELY,CONSULTANTS,5,M,3,M,2127,2,1,12,3,55,7,5,2,4,2,0,3
998,33,1,FREQUENTLY,CONSULTANTS,3,M,1,S,3348,1,1,11,3,50,10,3,3,10,8,9,7
999,34,0,RARELY,CONSULTANTS,4,M,4,S,2972,1,0,13,3,40,1,4,1,1,0,0,0
1000,36,0,FREQUENTLY,CONSULTANTS,4,M,1,M,5562,3,1,13,3,47,9,3,3,3,2,0,2
1001,55,0,RARELY,OPERATIONS,4,M,2,M,19636,4,1,18,3,50,35,0,3,10,9,1,4
1002,54,0,RARELY,CONSULTANTS,3,F,1,S,4440,6,1,19,3,48,9,3,3,5,2,1,4
